등록연도,시군구명,연료별,용도별,승용차수,승합차수,특수차수,화물차수
2021,수원시 권선구,하이브리드(LPG+전기),비사업용,126,0,0,0
2021,수원시 권선구,하이브리드(경유+전기),비사업용,117,0,0,0
2021,수원시 권선구,하이브리드(경유+전기),사업용,1,0,0,0
2021,수원시 권선구,하이브리드(휘발유+전기),비사업용,7047,0,0,0
2021,수원시 권선구,하이브리드(휘발유+전기),사업용,95,0,0,0
2021,수원시 권선구,휘발유,비사업용,33421,22,1,174
2021,수원시 권선구,휘발유,사업용,70,0,0,0
2021,수원시 권선구,휘발유(무연),비사업용,64180,38,0,42
2021,수원시 권선구,휘발유(무연),사업용,664,0,0,0
2021,수원시 권선구,휘발유(유연),비사업용,104,0,0,1
2021,수원시 팔달구,CNG,비사업용,12,1,0,2
2021,수원시 팔달구,CNG,사업용,0,3,0,0
2021,수원시 팔달구,경유,비사업용,18266,2406,122,6117
2021,수원시 팔달구,경유,사업용,94,108,104,1475
2021,수원시 팔달구,기타연료,비사업용,0,38,39,110
2021,수원시 팔달구,기타연료,사업용,0,0,0,26
2021,수원시 팔달구,수소,비사업용,47,0,0,0
2021,수원시 팔달구,수소,사업용,5,0,0,0
2021,수원시 팔달구,엘피지,비사업용,4313,238,1,319
2021,수원시 팔달구,엘피지,사업용,770,3,0,58
2021,수원시 팔달구,전기,비사업용,524,0,1,34
2021,수원시 팔달구,전기,사업용,117,0,0,29
2021,수원시 팔달구,하이브리드(LPG+전기),비사업용,53,0,0,0
2021,수원시 팔달구,하이브리드(경유+전기),비사업용,49,0,0,0
2021,수원시 팔달구,하이브리드(휘발유+전기),비사업용,2799,0,0,0
2021,수원시 팔달구,하이브리드(휘발유+전기),사업용,10,0,0,0
2021,수원시 팔달구,휘발유,비사업용,13281,7,0,74
2021,수원시 팔달구,휘발유,사업용,31,0,0,0
2021,수원시 팔달구,휘발유(무연),비사업용,24770,15,0,21
2021,수원시 팔달구,휘발유(무연),사업용,151,0,0,0
2021,수원시 팔달구,휘발유(유연),비사업용,33,0,0,0
2021,수원시 영통구,CNG,비사업용,30,0,0,5
2021,수원시 영통구,경유,비사업용,37478,2238,121,6245
2021,수원시 영통구,경유,사업용,152,80,131,1321
2021,수원시 영통구,기타연료,비사업용,1,126,88,276
2021,수원시 영통구,기타연료,사업용,0,0,0,68
2021,수원시 영통구,수소,비사업용,114,0,0,0
2021,수원시 영통구,수소,사업용,9,0,0,0
2021,수원시 영통구,엘피지,비사업용,6450,224,4,332
2021,수원시 영통구,엘피지,사업용,895,0,0,66
2021,수원시 영통구,전기,비사업용,1044,0,1,50
2021,수원시 영통구,전기,사업용,23,0,0,34
2021,수원시 영통구,하이브리드(LPG+전기),비사업용,88,0,0,0
2021,수원시 영통구,하이브리드(경유+전기),비사업용,105,0,0,0
2021,수원시 영통구,하이브리드(경유+전기),사업용,2,0,0,0
2021,수원시 영통구,하이브리드(휘발유+전기),비사업용,8462,0,0,1
2021,수원시 영통구,하이브리드(휘발유+전기),사업용,24,0,0,0
2021,수원시 영통구,휘발유,비사업용,30838,6,0,82
2021,수원시 영통구,휘발유,사업용,40,0,0,0
2021,수원시 영통구,휘발유(무연),비사업용,52953,9,0,14
2021,수원시 영통구,휘발유(무연),사업용,237,0,0,0
2021,수원시 영통구,휘발유(유연),비사업용,103,0,0,0
2021,성남시 수정구,CNG,비사업용,9,1,0,5
2021,성남시 수정구,CNG,사업용,0,77,0,0
2021,성남시 수정구,경유,비사업용,19812,2051,133,7126
2021,성남시 수정구,경유,사업용,72,148,139,1100
2021,성남시 수정구,기타연료,비사업용,0,45,20,83
2021,성남시 수정구,기타연료,사업용,0,0,0,15
2021,성남시 수정구,수소,비사업용,51,0,0,0
2021,성남시 수정구,엘피지,비사업용,4247,310,1,541
2021,성남시 수정구,엘피지,사업용,844,0,0,66
2021,성남시 수정구,전기,비사업용,408,0,0,30
2021,성남시 수정구,전기,사업용,18,0,0,59
2021,성남시 수정구,하이브리드(LPG+전기),비사업용,57,0,0,0
2021,성남시 수정구,하이브리드(경유+전기),비사업용,39,0,0,0
2021,성남시 수정구,하이브리드(경유+전기),사업용,5,0,0,0
2021,성남시 수정구,하이브리드(휘발유+전기),비사업용,3426,0,0,1
2021,성남시 수정구,하이브리드(휘발유+전기),사업용,9,0,0,0
2021,성남시 수정구,휘발유,비사업용,14518,11,0,50
2021,성남시 수정구,휘발유,사업용,56,0,0,0
2021,성남시 수정구,휘발유(무연),비사업용,24691,14,0,14
2021,성남시 수정구,휘발유(무연),사업용,29,0,0,0
2021,성남시 수정구,휘발유(유연),비사업용,22,0,0,0
2021,성남시 중원구,CNG,비사업용,15,0,0,3
2021,성남시 중원구,CNG,사업용,0,84,0,0
2021,성남시 중원구,경유,비사업용,17899,2251,109,8713
2021,성남시 중원구,경유,사업용,207,152,199,1398
2021,성남시 중원구,기타연료,비사업용,1,28,9,83
2021,성남시 중원구,기타연료,사업용,0,0,0,7
2021,성남시 중원구,수소,비사업용,36,0,0,0
2021,성남시 중원구,엘피지,비사업용,4099,354,0,512
2021,성남시 중원구,엘피지,사업용,1679,0,0,79
2021,성남시 중원구,전기,비사업용,339,0,0,40
2021,성남시 중원구,전기,사업용,17,13,0,67
2021,성남시 중원구,하이브리드(LPG+전기),비사업용,47,0,0,0
2021,성남시 중원구,하이브리드(경유+전기),비사업용,18,0,0,0
2020,연천군,휘발유,비사업용,3002,7,0,39
2020,연천군,휘발유,사업용,17,4,0,0
2020,연천군,휘발유(무연),비사업용,5957,0,0,8
2020,연천군,휘발유(무연),사업용,24,0,0,0
2020,연천군,휘발유(유연),비사업용,6,0,0,0
2020,가평군,CNG,비사업용,3,0,0,0
2020,가평군,경유,비사업용,7974,1263,90,6101
2020,가평군,경유,사업용,6,167,40,158
2020,가평군,기타연료,비사업용,0,33,9,138
2020,가평군,기타연료,사업용,0,0,0,2
2020,가평군,수소,비사업용,1,0,0,0
2020,가평군,엘피지,비사업용,1420,75,1,152
2020,가평군,엘피지,사업용,165,1,0,8
2020,가평군,전기,비사업용,90,0,0,24
2020,가평군,전기,사업용,0,0,0,1
2020,가평군,하이브리드(LPG+전기),비사업용,23,0,0,0
2020,가평군,하이브리드(경유+전기),비사업용,3,0,0,0
2020,가평군,하이브리드(휘발유+전기),비사업용,639,0,0,0
2020,가평군,휘발유,비사업용,4633,6,0,36
2020,가평군,휘발유(무연),비사업용,8226,11,0,14
2020,가평군,휘발유(무연),사업용,18,0,0,0
2020,가평군,휘발유(유연),비사업용,9,0,0,0
2020,양평군,CNG,비사업용,8,1,0,0
2020,양평군,CNG,사업용,0,3,0,0
2020,양평군,경유,비사업용,16112,1772,130,11090
2020,양평군,경유,사업용,13,722,84,699
2020,양평군,기타연료,비사업용,0,63,9,171
2020,양평군,기타연료,사업용,0,0,0,11
2020,양평군,수소,비사업용,2,0,0,0
2020,양평군,엘피지,비사업용,2759,150,1,328
2020,양평군,엘피지,사업용,257,1,0,19
2020,양평군,전기,비사업용,298,0,0,18
2020,양평군,전기,사업용,0,0,0,1
2020,양평군,하이브리드(LPG+전기),비사업용,47,0,0,0
2020,양평군,하이브리드(경유+전기),비사업용,14,0,0,0
2020,양평군,하이브리드(휘발유+전기),비사업용,1589,0,0,0
2020,양평군,하이브리드(휘발유+전기),사업용,2,0,0,0
2020,양평군,휘발유,비사업용,9941,7,0,84
2020,양평군,휘발유,사업용,2,0,0,0
2020,양평군,휘발유(무연),비사업용,15677,7,0,24
2020,양평군,휘발유(무연),사업용,7,0,0,0
2020,양평군,휘발유(유연),비사업용,11,0,0,0
2020,안산시 단원구,휘발유,비사업용,24536,6,0,65
2020,안산시 단원구,휘발유,사업용,22,0,0,0
2020,안산시 단원구,휘발유(무연),비사업용,51462,21,0,33
2020,안산시 단원구,휘발유(무연),사업용,543,0,0,0
2020,안산시 단원구,휘발유(유연),비사업용,68,0,0,0
2020,고양시 덕양구,CNG,비사업용,28,10,0,11
2020,고양시 덕양구,CNG,사업용,0,76,0,0
2020,고양시 덕양구,경유,비사업용,43457,4223,211,17676
2020,고양시 덕양구,경유,사업용,72,253,197,1974
2020,고양시 덕양구,기타연료,비사업용,1,105,28,343
2020,고양시 덕양구,기타연료,사업용,0,0,0,30
2020,고양시 덕양구,수소,비사업용,60,0,0,0
2020,고양시 덕양구,엘피지,비사업용,10205,639,2,1023
2020,고양시 덕양구,엘피지,사업용,999,0,0,170
2020,고양시 덕양구,전기,비사업용,557,0,0,44
2020,고양시 덕양구,전기,사업용,7,37,0,24
2020,고양시 덕양구,하이브리드(LPG+전기),비사업용,104,0,0,0
2020,고양시 덕양구,하이브리드(경유+전기),비사업용,27,0,0,0
2020,고양시 덕양구,하이브리드(경유+전기),사업용,3,0,0,0
2020,고양시 덕양구,하이브리드(휘발유+전기),비사업용,5613,0,0,0
2020,고양시 덕양구,하이브리드(휘발유+전기),사업용,3,0,0,0
2020,고양시 덕양구,휘발유,비사업용,34293,13,1,103
2020,고양시 덕양구,휘발유,사업용,30,0,0,1
2020,고양시 덕양구,휘발유(무연),비사업용,59558,27,0,44
2020,고양시 덕양구,휘발유(무연),사업용,105,0,0,0
2020,고양시 덕양구,휘발유(유연),비사업용,64,0,0,0
2020,고양시 일산동구,CNG,비사업용,23,7,0,1
2020,고양시 일산동구,CNG,사업용,0,366,0,0
2020,고양시 일산동구,경유,비사업용,29996,2572,163,11816
2020,고양시 일산동구,경유,사업용,449,457,191,1698
2020,고양시 일산동구,기타연료,비사업용,1,104,22,246
2020,고양시 일산동구,기타연료,사업용,0,1,0,145
2020,고양시 일산동구,수소,비사업용,34,0,0,0
2020,고양시 일산동구,엘피지,비사업용,5650,343,1,613
2020,고양시 일산동구,엘피지,사업용,1470,0,0,78
2020,고양시 일산동구,전기,비사업용,432,0,1,36
2020,고양시 일산동구,전기,사업용,2,16,0,15
2020,고양시 일산동구,하이브리드(LPG+전기),비사업용,77,0,0,0
2020,고양시 일산동구,하이브리드(경유+전기),비사업용,47,0,0,0
2020,고양시 일산동구,하이브리드(경유+전기),사업용,1,0,0,0
2020,고양시 일산동구,하이브리드(휘발유+전기),비사업용,4404,0,0,1
2020,고양시 일산동구,하이브리드(휘발유+전기),사업용,45,0,0,0
2020,고양시 일산동구,휘발유,비사업용,26928,11,1,72
2020,고양시 일산동구,휘발유,사업용,92,0,0,0
2020,고양시 일산동구,휘발유(무연),비사업용,40011,18,0,30
2020,고양시 일산동구,휘발유(무연),사업용,710,1,0,0
2020,고양시 일산동구,휘발유(유연),비사업용,47,0,0,0
2020,고양시 일산동구,휘발유(유연),사업용,1,0,0,0
2020,고양시 일산서구,CNG,비사업용,23,0,0,0
2020,고양시 일산서구,CNG,사업용,0,208,0,0
2020,고양시 일산서구,경유,비사업용,28695,2208,100,8837
2020,고양시 일산서구,경유,사업용,190,327,119,1216
2020,고양시 일산서구,기타연료,비사업용,0,72,13,220
2020,고양시 일산서구,기타연료,사업용,0,0,0,6
2020,고양시 일산서구,수소,비사업용,21,0,0,0
2020,고양시 일산서구,엘피지,비사업용,6847,317,1,445
2020,고양시 일산서구,엘피지,사업용,1541,2,0,74
2020,고양시 일산서구,전기,비사업용,369,0,0,25
2020,고양시 일산서구,전기,사업용,19,5,0,15
2020,고양시 일산서구,하이브리드(LPG+전기),비사업용,69,0,0,0
2020,연천군,전기,사업용,5,0,0,1
2020,연천군,하이브리드(LPG+전기),비사업용,11,0,0,0
2020,연천군,하이브리드(경유+전기),비사업용,1,0,0,0
2020,연천군,하이브리드(휘발유+전기),비사업용,442,0,0,0
2020,용인시 수지구,기타연료,비사업용,0,145,29,228
2020,용인시 수지구,기타연료,사업용,0,0,0,3
2020,용인시 수지구,수소,비사업용,45,0,0,0
2020,용인시 수지구,엘피지,비사업용,5952,240,2,273
2020,용인시 수지구,엘피지,사업용,469,0,0,46
2020,용인시 수지구,전기,비사업용,558,0,0,5
2020,용인시 수지구,전기,사업용,1,0,0,7
2020,용인시 수지구,하이브리드(LPG+전기),비사업용,80,0,0,0
2020,용인시 수지구,하이브리드(경유+전기),비사업용,59,0,0,0
2020,용인시 수지구,하이브리드(휘발유+전기),비사업용,7693,0,0,0
2020,용인시 수지구,하이브리드(휘발유+전기),사업용,64,0,0,0
2020,용인시 수지구,휘발유,비사업용,35284,10,0,57
2020,용인시 수지구,휘발유,사업용,36,0,0,0
2020,용인시 수지구,휘발유(무연),비사업용,48852,10,0,15
2020,용인시 수지구,휘발유(무연),사업용,261,0,0,0
2020,용인시 수지구,휘발유(유연),비사업용,86,0,0,0
2020,파주시,CNG,비사업용,41,1,0,8
2020,파주시,CNG,사업용,0,335,0,0
2020,파주시,경유,비사업용,52601,5308,259,26336
2020,파주시,경유,사업용,1031,2235,247,4844
2020,파주시,기타연료,비사업용,1,180,42,587
2020,파주시,기타연료,사업용,0,0,0,44
2020,파주시,수소,비사업용,12,0,0,0
2020,파주시,수소,사업용,1,0,0,0
2020,파주시,엘피지,비사업용,13307,658,3,1087
2020,파주시,엘피지,사업용,1106,0,0,120
2020,파주시,전기,비사업용,583,0,2,69
2020,파주시,전기,사업용,2,17,0,32
2020,파주시,하이브리드(LPG+전기),비사업용,148,0,0,0
2020,파주시,하이브리드(경유+전기),비사업용,31,0,0,0
2020,파주시,하이브리드(경유+전기),사업용,1,0,0,0
2020,파주시,하이브리드(휘발유+전기),비사업용,5889,0,0,0
2020,파주시,하이브리드(휘발유+전기),사업용,16,0,0,0
2020,파주시,휘발유,비사업용,37367,32,0,139
2020,파주시,휘발유,사업용,46,0,0,0
2020,파주시,휘발유(무연),비사업용,67347,29,0,48
2020,파주시,휘발유(무연),사업용,237,0,0,0
2020,파주시,휘발유(유연),비사업용,93,0,0,0
2020,이천시,CNG,비사업용,11,0,0,3
2020,이천시,CNG,사업용,0,23,0,0
2020,이천시,경유,비사업용,29144,3386,229,16773
2020,이천시,경유,사업용,51,553,479,3588
2020,이천시,기타연료,비사업용,1,161,29,308
2020,이천시,기타연료,사업용,0,0,1,417
2020,이천시,수소,비사업용,7,0,0,0
2020,안산시 상록구,휘발유(무연),비사업용,46882,21,0,27
2020,안산시 상록구,휘발유(무연),사업용,117,0,0,0
2020,안산시 상록구,휘발유(유연),비사업용,40,0,0,0
2020,안산시 단원구,CNG,비사업용,34,2,0,5
2020,안산시 단원구,CNG,사업용,0,476,0,0
2020,안산시 단원구,경유,비사업용,37970,5550,220,20797
2020,안산시 단원구,경유,사업용,388,775,305,3336
2020,안산시 단원구,기타연료,비사업용,0,73,21,298
2020,안산시 단원구,기타연료,사업용,0,0,0,132
2020,안산시 단원구,수소,비사업용,28,0,0,0
2020,안산시 단원구,엘피지,비사업용,8110,422,3,704
2020,안산시 단원구,엘피지,사업용,1955,0,0,80
2020,안산시 단원구,전기,비사업용,425,1,0,23
2020,안산시 단원구,전기,사업용,27,0,0,8
2020,안산시 단원구,하이브리드(CNG+전기),사업용,0,17,0,0
2020,안산시 단원구,하이브리드(LPG+전기),비사업용,116,0,0,0
2020,안산시 단원구,하이브리드(경유+전기),비사업용,24,0,0,0
2020,안산시 단원구,하이브리드(휘발유+전기),비사업용,3525,0,0,0
2020,안산시 단원구,하이브리드(휘발유+전기),사업용,22,0,0,0
2020,하남시,CNG,비사업용,18,1,0,2
2020,하남시,CNG,사업용,0,197,0,0
2020,하남시,경유,비사업용,32063,2490,147,14194
2020,하남시,경유,사업용,22,142,138,1624
2020,하남시,기타연료,비사업용,2,107,29,235
2020,하남시,기타연료,사업용,0,2,0,63
2020,하남시,수소,비사업용,122,0,0,0
2020,하남시,엘피지,비사업용,6177,345,0,674
2020,하남시,엘피지,사업용,410,0,0,143
2020,하남시,전기,비사업용,511,1,0,26
2020,하남시,전기,사업용,23,3,0,13
2020,하남시,하이브리드(LPG+전기),비사업용,86,0,0,0
2020,하남시,하이브리드(경유+전기),비사업용,42,0,0,0
2020,하남시,하이브리드(경유+전기),사업용,1,0,0,0
2020,하남시,하이브리드(휘발유+전기),비사업용,4522,0,0,0
2020,하남시,휘발유,비사업용,22260,11,0,72
2020,하남시,휘발유,사업용,15,0,2,1
2020,하남시,휘발유(무연),비사업용,37222,15,0,23
2020,하남시,휘발유(무연),사업용,65,0,0,0
2020,하남시,휘발유(유연),비사업용,48,0,0,0
2020,용인시 처인구,CNG,비사업용,19,1,0,4
2020,용인시 처인구,CNG,사업용,0,215,0,0
2020,용인시 처인구,경유,비사업용,33343,4078,380,19104
2020,용인시 처인구,경유,사업용,137,1004,432,3929
2020,용인시 처인구,기타연료,비사업용,1,145,43,386
2020,용인시 처인구,기타연료,사업용,0,1,0,290
2020,용인시 처인구,수소,비사업용,35,0,0,0
2020,용인시 처인구,엘피지,비사업용,7591,336,1,703
2020,용인시 처인구,엘피지,사업용,1121,2,0,67
2020,용인시 처인구,전기,비사업용,498,0,0,32
2020,용인시 처인구,전기,사업용,1,0,0,8
2020,용인시 처인구,하이브리드(LPG+전기),비사업용,84,0,0,0
2020,용인시 처인구,하이브리드(경유+전기),비사업용,32,0,0,0
2020,용인시 처인구,하이브리드(휘발유+전기),비사업용,3358,0,0,0
2020,용인시 처인구,하이브리드(휘발유+전기),사업용,1,0,0,0
2020,용인시 처인구,휘발유,비사업용,21042,13,0,110
2020,용인시 처인구,휘발유,사업용,32,0,1,0
2020,용인시 처인구,휘발유(무연),비사업용,39239,22,0,33
2020,용인시 처인구,휘발유(무연),사업용,123,0,0,0
2020,용인시 처인구,휘발유(유연),비사업용,56,0,0,0
2020,용인시 기흥구,CNG,비사업용,39,0,0,1
2020,용인시 기흥구,CNG,사업용,0,6,0,0
2020,용인시 기흥구,경유,비사업용,49352,3628,205,10666
2020,용인시 기흥구,경유,사업용,362,687,178,3023
2020,용인시 기흥구,기타연료,비사업용,0,181,60,436
2020,용인시 기흥구,기타연료,사업용,0,1,0,155
2020,용인시 기흥구,수소,비사업용,53,0,0,0
2020,용인시 기흥구,엘피지,비사업용,10263,448,1,567
2020,용인시 기흥구,엘피지,사업용,1347,32,0,95
2020,용인시 기흥구,전기,비사업용,717,1,0,18
2020,용인시 기흥구,전기,사업용,2,1,0,9
2020,용인시 기흥구,하이브리드(LPG+전기),비사업용,131,0,0,0
2020,용인시 기흥구,하이브리드(경유+전기),비사업용,33,0,0,0
2020,용인시 기흥구,하이브리드(경유+전기),사업용,3,0,0,0
2020,용인시 기흥구,하이브리드(휘발유+전기),비사업용,7741,0,0,0
2020,용인시 기흥구,하이브리드(휘발유+전기),사업용,10,0,0,0
2020,용인시 기흥구,휘발유,비사업용,39867,13,0,91
2020,용인시 기흥구,휘발유,사업용,61,0,0,0
2020,용인시 기흥구,휘발유(무연),비사업용,63194,21,0,30
2020,용인시 기흥구,휘발유(무연),사업용,304,0,0,0
2020,용인시 기흥구,휘발유(유연),비사업용,83,0,0,0
2020,용인시 수지구,CNG,비사업용,21,0,0,0
2020,용인시 수지구,경유,비사업용,38154,1846,59,4451
2020,용인시 수지구,경유,사업용,112,208,32,1165
2020,연천군,전기,비사업용,85,0,0,25
2020,오산시,휘발유(무연),비사업용,36869,3,0,16
2020,오산시,휘발유(무연),사업용,127,0,0,0
2020,오산시,휘발유(유연),비사업용,57,0,0,0
2020,시흥시,CNG,비사업용,62,1,0,3
2020,시흥시,CNG,사업용,0,252,0,0
2020,시흥시,경유,비사업용,61405,6483,334,34068
2020,시흥시,경유,사업용,70,160,336,4840
2020,시흥시,기타연료,비사업용,0,142,42,508
2020,시흥시,기타연료,사업용,0,29,0,205
2020,시흥시,수소,비사업용,28,0,0,0
2020,시흥시,엘피지,비사업용,11794,646,6,1152
2020,시흥시,엘피지,사업용,1524,1,0,222
2020,시흥시,전기,비사업용,613,0,2,32
2020,시흥시,전기,사업용,7,0,0,12
2020,시흥시,하이브리드(CNG+전기),사업용,0,5,0,0
2020,시흥시,하이브리드(LPG+전기),비사업용,134,0,0,0
2020,시흥시,하이브리드(경유+전기),비사업용,42,0,0,0
2020,시흥시,하이브리드(휘발유+전기),비사업용,6197,0,0,0
2020,시흥시,하이브리드(휘발유+전기),사업용,1,0,0,0
2020,시흥시,휘발유,비사업용,39198,18,0,128
2020,시흥시,휘발유,사업용,6,0,0,0
2020,시흥시,휘발유(무연),비사업용,79874,26,0,35
2020,시흥시,휘발유(무연),사업용,115,0,0,0
2020,시흥시,휘발유(유연),비사업용,108,0,0,0
2020,군포시,CNG,비사업용,16,0,0,1
2020,군포시,CNG,사업용,0,7,0,0
2020,군포시,경유,비사업용,25646,2285,113,8845
2020,군포시,경유,사업용,54,155,304,3584
2020,군포시,기타연료,비사업용,0,63,16,159
2020,군포시,기타연료,사업용,0,0,0,120
2020,군포시,수소,비사업용,18,0,0,0
2020,군포시,엘피지,비사업용,5766,318,0,429
2020,군포시,엘피지,사업용,684,0,0,104
2020,군포시,전기,비사업용,250,0,0,18
2020,군포시,전기,사업용,3,0,0,24
2020,군포시,하이브리드(LPG+전기),비사업용,76,0,0,0
2020,군포시,하이브리드(경유+전기),비사업용,14,0,0,5
2020,군포시,하이브리드(휘발유+전기),비사업용,3436,0,0,0
2020,군포시,하이브리드(휘발유+전기),사업용,2,0,0,0
2020,군포시,휘발유,비사업용,17291,7,1,39
2020,군포시,휘발유,사업용,13,0,0,0
2020,군포시,휘발유(무연),비사업용,33586,9,0,10
2020,군포시,휘발유(무연),사업용,79,0,0,0
2020,군포시,휘발유(유연),비사업용,33,0,0,0
2020,의왕시,CNG,비사업용,13,3,0,2
2020,의왕시,CNG,사업용,0,20,0,0
2020,의왕시,경유,비사업용,16408,1497,77,5674
2020,의왕시,경유,사업용,23,154,323,1030
2020,의왕시,기타연료,비사업용,0,48,13,122
2020,의왕시,기타연료,사업용,0,0,0,877
2020,의왕시,수소,비사업용,10,0,0,0
2020,의왕시,엘피지,비사업용,3498,151,0,280
2020,의왕시,엘피지,사업용,376,0,0,86
2020,의왕시,전기,비사업용,240,0,0,26
2020,의왕시,전기,사업용,0,0,0,17
2020,의왕시,하이브리드(LPG+전기),비사업용,38,0,0,0
2020,의왕시,하이브리드(경유+전기),비사업용,19,0,0,0
2020,의왕시,하이브리드(휘발유+전기),비사업용,2594,0,0,0
2020,의왕시,휘발유,비사업용,12060,0,0,36
2020,의왕시,휘발유,사업용,3,0,0,0
2020,의왕시,휘발유(무연),비사업용,21804,7,0,10
2020,의왕시,휘발유(무연),사업용,44,0,0,0
2020,의왕시,휘발유(유연),비사업용,21,0,0,0
2020,양주시,전기,비사업용,353,0,0,70
2020,양주시,전기,사업용,4,10,0,20
2020,양주시,하이브리드(LPG+전기),비사업용,56,0,0,0
2020,양주시,하이브리드(경유+전기),비사업용,8,0,0,0
2020,양주시,하이브리드(휘발유+전기),비사업용,2365,0,0,0
2020,양주시,하이브리드(휘발유+전기),사업용,15,0,0,0
2020,양주시,휘발유,비사업용,17063,20,1,103
2020,양주시,휘발유,사업용,11,0,0,0
2020,양주시,휘발유(무연),비사업용,32341,10,0,23
2020,양주시,휘발유(무연),사업용,50,0,0,0
2020,양주시,휘발유(유연),비사업용,30,0,0,0
2020,포천시,CNG,비사업용,5,0,0,2
2020,포천시,CNG,사업용,0,145,0,0
2020,포천시,경유,비사업용,20488,3008,204,19077
2020,포천시,경유,사업용,75,657,378,2470
2020,포천시,기타연료,비사업용,0,57,20,212
2020,포천시,기타연료,사업용,0,0,0,147
2020,포천시,수소,비사업용,3,0,0,0
2020,포천시,엘피지,비사업용,4622,278,0,543
2020,포천시,엘피지,사업용,3086,5,0,25
2020,포천시,전기,비사업용,164,0,0,17
2020,포천시,전기,사업용,51,0,0,4
2020,포천시,하이브리드(CNG+전기),사업용,0,1,0,0
2020,포천시,하이브리드(LPG+전기),비사업용,54,0,0,0
2020,포천시,하이브리드(경유+전기),비사업용,9,0,0,0
2020,포천시,하이브리드(휘발유+전기),비사업용,1471,0,0,0
2020,포천시,하이브리드(휘발유+전기),사업용,615,0,0,0
2020,포천시,휘발유,비사업용,12103,11,1,72
2020,포천시,휘발유,사업용,105,1,0,0
2020,포천시,휘발유(무연),비사업용,22904,13,0,22
2020,포천시,휘발유(무연),사업용,2295,0,0,0
2020,포천시,휘발유(유연),비사업용,17,0,0,0
2020,포천시,휘발유(유연),사업용,2,0,0,0
2020,여주시,CNG,비사업용,5,2,0,0
2020,여주시,CNG,사업용,0,15,0,0
2020,여주시,경유,비사업용,15178,2028,195,12927
2020,여주시,경유,사업용,50,736,397,5486
2020,여주시,기타연료,비사업용,0,69,11,242
2020,여주시,기타연료,사업용,0,0,0,268
2020,여주시,수소,비사업용,7,0,0,0
2020,여주시,엘피지,비사업용,3113,142,1,330
2020,여주시,엘피지,사업용,418,1,0,53
2020,여주시,전기,비사업용,182,0,0,58
2020,여주시,전기,사업용,2,0,0,8
2020,여주시,하이브리드(LPG+전기),비사업용,41,0,0,0
2020,여주시,하이브리드(경유+전기),비사업용,10,0,0,0
2020,여주시,하이브리드(휘발유+전기),비사업용,1167,0,0,0
2020,여주시,하이브리드(휘발유+전기),사업용,1,0,0,0
2020,여주시,휘발유,비사업용,9209,9,2,68
2020,여주시,휘발유,사업용,7,0,2,0
2020,여주시,휘발유(무연),비사업용,17818,10,0,14
2020,여주시,휘발유(무연),사업용,35,0,0,0
2020,여주시,휘발유(유연),비사업용,15,0,0,0
2020,여주군,경유,비사업용,0,0,0,12
2020,여주군,엘피지,비사업용,1,0,0,0
2020,여주군,휘발유,비사업용,6,0,0,1
2020,연천군,CNG,비사업용,2,0,0,0
2020,연천군,CNG,사업용,0,7,0,0
2020,연천군,경유,비사업용,5998,851,97,6045
2020,연천군,경유,사업용,37,113,506,3910
2020,연천군,기타연료,비사업용,0,25,12,70
2020,연천군,기타연료,사업용,0,0,0,587
2020,연천군,엘피지,비사업용,1153,43,1,127
2020,연천군,엘피지,사업용,74,0,0,11
2020,김포시,전기,사업용,13,113,0,22
2020,김포시,하이브리드(CNG+전기),사업용,0,5,0,0
2020,김포시,하이브리드(LPG+전기),비사업용,137,0,0,0
2020,김포시,하이브리드(경유+전기),비사업용,42,0,0,0
2020,김포시,하이브리드(경유+전기),사업용,11,0,0,0
2020,김포시,하이브리드(휘발유+전기),비사업용,7163,0,0,0
2020,김포시,하이브리드(휘발유+전기),사업용,30,0,0,0
2020,김포시,휘발유,비사업용,39347,21,0,152
2020,김포시,휘발유,사업용,45,0,0,0
2020,김포시,휘발유(무연),비사업용,68976,28,0,44
2020,김포시,휘발유(무연),사업용,468,0,0,0
2020,김포시,휘발유(유연),비사업용,103,0,0,0
2020,화성시,CNG,비사업용,93,3,0,15
2020,화성시,CNG,사업용,0,264,0,1
2020,화성시,경유,비사업용,116363,10130,722,53528
2020,화성시,경유,사업용,204,2367,490,5916
2020,화성시,기타연료,비사업용,1,530,185,1385
2020,화성시,기타연료,사업용,0,0,0,169
2020,화성시,수소,비사업용,382,0,0,0
2020,화성시,수소,사업용,1,0,0,0
2020,화성시,엘피지,비사업용,22131,861,3,1428
2020,화성시,엘피지,사업용,1847,1,0,225
2020,화성시,전기,비사업용,1269,1,4,96
2020,화성시,전기,사업용,6,1,0,24
2020,화성시,하이브리드(CNG+전기),사업용,0,2,0,0
2020,화성시,하이브리드(LPG+전기),비사업용,315,0,0,0
2020,화성시,하이브리드(경유+전기),비사업용,100,0,0,0
2020,화성시,하이브리드(휘발유+전기),비사업용,15450,0,0,0
2020,화성시,하이브리드(휘발유+전기),사업용,32,0,0,0
2020,화성시,휘발유,비사업용,74734,41,2,275
2020,화성시,휘발유,사업용,62,5,0,0
2020,화성시,휘발유(무연),비사업용,142726,51,0,99
2020,화성시,휘발유(무연),사업용,349,0,0,0
2020,화성시,휘발유(유연),비사업용,246,0,0,1
2020,광주시,CNG,비사업용,38,1,0,1
2020,광주시,CNG,사업용,0,745,0,0
2020,광주시,경유,비사업용,51048,5072,299,27752
